CO_GRUPO;IdPersona;FE_ALTA;Monto;Fe_castigo;Monto_castigado
0NVR;24763518;18/12/2021;2087.00;;
16IA;24767287;17/12/2021;787.00;;
16JO;24767584;19/01/2021;558.00;;
16JO;24767584;09/01/2021;558.00;;
8357;24767915;11/02/2021;558.00;;
8357;24767915;07/01/2021;558.00;;
9377;24768111;15/04/2021;2058.00;;
2055;24769259;16/05/2021;558.00;;
0Q7I;24769374;01/11/2021;587.00;;
17HC;24770034;09/01/2021;558.00;;
13BE;24770570;19/09/2021;787.00;;
18EB;24773004;29/01/2021;3058.00;;
2257;24777195;17/08/2021;637.00;;
10N5;24777971;31/07/2021;1387.00;09/09/2021;1349.82
1FTZ;24780017;24/12/2021;587.00;;
16IG;24783417;17/06/2021;1287.00;;
166K;24786741;17/02/2021;858.00;;
0THN;24790131;16/02/2021;2658.00;;
0YAT;24791592;27/12/2021;1287.00;;
0YAT;24791915;25/04/2021;658.00;;
0YZQ;24797383;17/07/2021;2087.00;;
0R45;24800690;12/12/2021;787.00;;
0R45;24800690;05/12/2021;787.00;;
0VHM;24802506;20/11/2021;1087.00;;
5034;24804031;08/01/2021;1458.00;;
0108;24806788;13/03/2021;558.00;;
0OOZ;24807059;15/11/2021;1387.00;;
2305;24809006;15/01/2021;1058.00;;
2305;24809006;06/01/2021;558.00;;
2305;24809022;14/01/2021;1158.00;;
2305;24810038;07/11/2021;2387.00;;
0R3D;24820128;10/05/2021;1058.00;;
0RRD;24820714;08/01/2021;558.00;;
2305;24820805;25/03/2021;1158.00;;
12CC;24822470;17/01/2021;1158.00;;
0NLF;24824013;14/02/2021;658.00;;
9516;24826042;03/01/2021;1058.00;;
112Q;24827404;03/10/2021;587.00;;
1IMX;24828790;24/12/2021;2787.00;;
1IMX;24828790;12/12/2021;2687.00;;
10OP;24828790;15/01/2021;2458.00;;
13BE;24833626;20/11/2021;887.00;;
16IL;24836405;08/05/2021;1058.00;;
16IL;24836629;09/12/2021;1687.00;;
0VXT;24838096;19/11/2021;2587.00;;
1040;24838237;31/07/2021;887.00;;
16KZ;24840423;20/02/2021;2558.00;;
16KZ;24840423;13/02/2021;2558.00;;
5614;24841264;16/01/2021;958.00;;
16MT;24842098;04/02/2021;1458.00;;
16MT;24842114;01/12/2021;1787.00;;
16KC;24853509;10/07/2021;1587.00;;
16KC;24853665;05/01/2021;1558.00;;
16KC;24853723;15/01/2021;1658.00;;
16KC;24854036;22/03/2021;1658.00;;
0YL6;24855769;16/01/2021;1058.00;;
0U2S;24856783;09/02/2021;558.00;;
0NIA;24860207;13/09/2021;1187.00;;
0YAT;24860801;23/11/2021;1287.00;;
15Y3;24861064;05/01/2021;1958.00;;
0Z70;24867335;18/02/2021;558.00;;
0Z70;24867343;13/04/2021;858.00;;
0Z70;24867343;13/03/2021;858.00;;
109S;24867350;19/12/2021;1687.00;;
0Z70;24867350;07/01/2021;1158.00;;
0Z70;24867509;01/01/2021;1058.00;;
16MJ;24868291;26/04/2021;558.00;;
16MJ;24868531;06/05/2021;558.00;;
0108;24868580;01/12/2021;2287.00;;
16MJ;24868655;15/01/2021;558.00;;
16MJ;24869042;24/02/2021;558.00;;
16MJ;24869356;24/04/2021;558.00;;
16MJ;24869406;04/02/2021;558.00;;
16MJ;24869539;25/01/2021;558.00;;
8140;24869836;01/01/2021;2558.00;;
8140;24869851;15/01/2021;2558.00;;
8140;24869885;23/01/2021;2558.00;;
8140;24869935;17/11/2021;3787.00;;
8140;24870073;04/01/2021;4058.00;;
8140;24870289;15/01/2021;558.00;;
8140;24870339;24/12/2021;3387.00;;
0TQJ;24870669;05/10/2021;1987.00;;
0OBN;24873259;18/12/2021;1587.00;;
0OBN;24873259;06/12/2021;1587.00;;
7861;24875841;15/02/2021;858.00;;
7861;24875866;06/08/2021;587.00;;
1HX3;24882375;17/12/2021;787.00;;
17DY;24883399;30/01/2021;2358.00;;
4856;24884314;03/12/2021;1387.00;;
0RDM;24884355;03/02/2021;1158.00;;
14EF;24884538;03/09/2021;1287.00;;
0419;24886871;02/02/2021;2058.00;;
3429;24890402;05/10/2021;587.00;;
0YZL;24894826;11/01/2021;558.00;;
0WGU;24895237;08/01/2021;758.00;;
16OO;24897001;17/12/2021;2387.00;;
16OO;24897001;24/05/2021;587.00;;
16OM;24897134;20/12/2021;887.00;;
16OO;24898066;17/11/2021;3087.00;;
16OM;24898116;06/11/2021;1587.00;16/12/2021;1566.01
16OO;24898397;26/08/2021;1087.00;;
16OW;24898629;05/01/2021;558.00;;
13BD;24901464;14/01/2021;558.00;;
13BD;24901464;06/01/2021;558.00;;
13KQ;24901571;18/03/2021;1258.00;;
9377;24901738;17/03/2021;2058.00;;
9377;24901753;09/04/2021;2158.00;27/05/2021;2158
9377;24901761;22/10/2021;3487.00;;
0T7Y;24903189;19/01/2021;658.00;;
0SZM;24904724;01/12/2021;687.00;;
16LM;24905135;26/09/2021;1287.00;;
1FD6;24906414;10/07/2021;887.00;;
116F;24906414;01/01/2021;558.00;;
1FD6;24906687;12/06/2021;687.00;;
116F;24906778;28/01/2021;558.00;;
1909;24907909;13/02/2021;858.00;;
2741;24908220;09/09/2021;687.00;;
10S9;24908972;21/01/2021;558.00;;
0QIS;24909939;16/01/2021;1858.00;;
5789;24914327;21/05/2021;558.00;;
1HWW;24916207;27/11/2021;687.00;;
0X92;24918013;18/12/2021;4287.00;;
0X92;24918013;03/12/2021;4387.00;;
15AI;24919078;03/03/2021;2358.00;;
1FD6;24919375;12/12/2021;587.00;;
0RAW;24919854;15/01/2021;1858.00;;
14HQ;24920654;12/02/2021;658.00;;
14HQ;24920654;29/01/2021;558.00;;
9377;24921397;16/06/2021;1287.00;04/08/2021;1275.52
9377;24921397;16/01/2021;1758.00;;
9377;24921520;14/01/2021;1658.00;;
9377;24921546;14/03/2021;3758.00;;
0YAT;24923336;11/01/2021;1058.00;;
2139;24926529;07/05/2021;858.00;;
19PB;24929416;29/01/2021;558.00;;
1J4L;24929499;24/11/2021;1287.00;;
19PB;24929655;21/02/2021;1158.00;;
19PB;24929655;08/01/2021;1258.00;;
19PB;24929960;20/02/2021;1358.00;;
19PB;24929960;07/02/2021;1358.00;;
0248;24934150;17/09/2021;1087.00;;
0NME;24935850;02/10/2021;1587.00;;
0NME;24935850;25/09/2021;1587.00;;
0NME;24936098;22/02/2021;958.00;;
0NME;24936403;15/01/2021;958.00;;
0NME;24936411;09/02/2021;958.00;;
0NME;24936445;04/12/2021;1587.00;;
0NME;24936643;12/10/2021;887.00;;
0NME;24936742;02/12/2021;1287.00;;
0NME;24936809;04/12/2021;1587.00;;
0NME;24936833;02/12/2021;1587.00;;
12WR;24937047;12/02/2021;658.00;;
15ZK;24939431;14/07/2021;1387.00;;
0289;24940355;20/01/2021;1558.00;;
0XI6;24941262;29/01/2021;2058.00;;
16PR;24943078;01/02/2021;958.00;;
16PR;24943276;15/01/2021;958.00;;
17SE;24944589;20/02/2021;1258.00;;
0YLR;24946691;13/02/2021;2258.00;;
0YAT;24947343;01/01/2021;758.00;;
14QO;24947806;23/12/2021;887.00;;
0RB7;24947814;14/05/2021;1508.00;;
15LH;24948499;21/01/2021;558.00;;
15LH;24948580;30/01/2021;558.00;;
16CI;24955254;10/01/2021;658.00;;
0TG9;24957433;25/02/2021;558.00;;
5952;24960767;26/09/2021;787.00;;
148J;24963597;19/05/2021;558.00;;
1I3R;24964744;25/11/2021;2587.00;;
13QO;24964926;17/03/2021;3358.00;;
13QO;24964942;15/01/2021;658.00;;
13QO;24964967;13/03/2021;1858.00;;
13QO;24964991;21/09/2021;687.00;;
0108;24966319;30/01/2021;4058.00;;
1FWF;24966327;16/10/2021;1787.00;;
1FWF;24966327;23/05/2021;587.00;;
11HJ;24966988;30/01/2021;2358.00;19/03/2021;2298.83
11HJ;24967010;29/01/2021;1058.00;;
0108;24967747;20/11/2021;5087.00;;
0NO4;24970931;26/04/2021;958.00;;
0QCX;24971145;11/09/2021;1287.00;;
16QQ;24971376;09/01/2021;2758.00;;
14P5;24973604;24/12/2021;2587.00;;
14I6;24974610;29/11/2021;687.00;;
15MM;24979403;15/11/2021;887.00;;
0UNL;24981342;13/02/2021;2058.00;31/03/2021;2058
0UNL;24981342;21/01/2021;568.00;;
0UNL;24981342;19/01/2021;1058.00;;
16KC;24986093;25/03/2021;758.00;;
16T4;24986200;21/11/2021;887.00;;
0108;24992505;05/01/2021;4058.00;;
11I0;24993156;12/02/2021;1758.00;;
0WVW;24995581;01/02/2021;1258.00;;
0WVW;24995599;18/06/2021;3087.00;;
0WVW;24995631;17/02/2021;1258.00;;
13KQ;24995789;28/12/2021;3587.00;;
1874;24996589;20/12/2021;1087.00;;
0TD9;24999328;03/05/2021;558.00;;
16BF;25001843;28/12/2021;1387.00;;
16BF;25001843;05/06/2021;1087.00;;
14PQ;25002577;25/01/2021;558.00;;
10DZ;25004078;17/12/2021;2787.00;;
13KQ;25004318;23/01/2021;1058.00;;
9053;25006164;07/01/2021;1858.00;;
0SX3;25006479;02/02/2021;758.00;;
1274;25006503;18/10/2021;787.00;;
1274;25006503;16/02/2021;558.00;;
5233;25008772;22/03/2021;758.00;;
0YUG;25009028;06/01/2021;3058.00;;
19VL;25009374;31/12/2021;687.00;;
1274;25010885;17/10/2021;587.00;;
0P5Y;25016130;07/05/2021;558.00;;
0Z70;25019142;07/01/2021;958.00;;
0Z70;25019167;06/06/2021;787.00;;
0UPA;25020231;06/09/2021;787.00;;
11SP;25023656;25/01/2021;2458.00;;
11SP;25023656;21/01/2021;2058.00;;
1HV3;25028028;15/08/2021;587.00;;
0WGU;25029778;29/01/2021;1458.00;;
0WGU;25029794;06/02/2021;1558.00;;
16NO;25030487;11/01/2021;558.00;;
1GXW;25030545;23/10/2021;1587.00;;
16V9;25031022;30/07/2021;1887.00;;
16V9;25031055;11/07/2021;2087.00;;
16Y3;25031642;12/01/2021;858.00;;
0YAT;25033275;13/10/2021;687.00;;
1CDZ;25035114;13/04/2021;2258.00;;
9377;25035361;16/10/2021;1487.00;;
0V48;25036260;16/10/2021;587.00;;
0108;25037466;01/12/2021;1487.00;;
0TCF;25041534;22/05/2021;1387.00;;
16PX;25044314;19/08/2021;887.00;;
16PX;25044314;12/08/2021;587.00;;
0USP;25047408;01/01/2021;758.00;;
2386;25050279;09/03/2021;758.00;;
0N9A;25053711;07/06/2021;787.00;;
3614;25057910;21/08/2021;787.00;;
3614;25057928;04/03/2021;558.00;;
0419;25059833;15/01/2021;1858.00;;
7639;25063066;13/02/2021;1258.00;;
101M;25065673;05/11/2021;1287.00;;
10T1;25066952;18/12/2021;687.00;;
10T1;25066952;10/09/2021;687.00;;
10T1;25067067;25/06/2021;587.00;;
11NR;25067786;12/02/2021;558.00;;
0289;25069915;04/12/2021;1087.00;;
5383;25070731;21/07/2021;587.00;;
0QV5;25079096;06/07/2021;787.00;;
109S;25079294;15/12/2021;687.00;;
109S;25079328;19/12/2021;687.00;;
16SQ;25080433;30/07/2021;1987.00;;
16SQ;25080615;25/09/2021;987.00;;
16SQ;25081829;17/10/2021;887.00;06/12/2021;880.99
5979;25082132;28/10/2021;1087.00;;
16SQ;25082306;17/12/2021;3987.00;;
16SQ;25082306;02/12/2021;3487.00;;
17J6;25082306;15/01/2021;2258.00;;
17J6;25083114;15/01/2021;558.00;;
15FT;25084369;13/09/2021;887.00;;
15VI;25088725;05/01/2021;1358.00;;
4505;25089764;03/07/2021;1887.00;;
2305;25089921;15/03/2021;1958.00;;
2305;25090945;13/04/2021;1458.00;;
2305;25091034;18/12/2021;3887.00;;
2305;25092859;30/12/2021;1687.00;;
0UPA;25095829;13/12/2021;687.00;;
15DJ;25098310;02/01/2021;658.00;;
0108;25103631;24/03/2021;1058.00;;
16VO;25107533;31/12/2021;1287.00;;
156E;25110073;15/11/2021;2087.00;;
156E;25110073;26/09/2021;987.00;;
0155;25111899;16/01/2021;958.00;;
16ZA;25114257;25/10/2021;1387.00;;
16ZA;25114257;15/10/2021;1387.00;;
16XZ;25115056;30/12/2021;4487.00;;
16XZ;25115254;21/08/2021;1087.00;;
16XZ;25115320;22/11/2021;1687.00;;
16XZ;25115569;05/01/2021;1658.00;;
16XZ;25115577;06/12/2021;2087.00;;
16XZ;25115700;05/03/2021;1258.00;;
12QU;25117219;05/02/2021;558.00;;
16YK;25120403;13/09/2021;1087.00;;
16OR;25123308;04/10/2021;587.00;;
0108;25124066;16/12/2021;3287.00;;
0Y8S;25124850;02/12/2021;1687.00;;
156E;25126012;21/11/2021;887.00;;
16VG;25128364;30/01/2021;1258.00;;
16VG;25128364;18/01/2021;1258.00;;
0XE2;25129834;18/11/2021;2587.00;;
0O5J;25131269;04/10/2021;887.00;;
0SQM;25133067;02/12/2021;887.00;;
0UHJ;25135104;06/09/2021;1287.00;;
0Z70;25136516;04/03/2021;558.00;;
6617;25138512;02/01/2021;1658.00;;
6617;25138645;15/01/2021;1858.00;04/03/2021;1857.88
6617;25138660;15/01/2021;1458.00;04/03/2021;1439.05
8140;25138892;15/01/2021;3058.00;;
8140;25139106;02/12/2021;2387.00;;
8140;25139122;30/01/2021;3058.00;;
8140;25139213;10/07/2021;3787.00;;
8140;25139221;22/12/2021;3687.00;;
8140;25139304;15/05/2021;1258.00;;
8140;25139411;02/12/2021;3087.00;;
8140;25139858;02/09/2021;2287.00;;
8140;25139890;04/08/2021;1487.00;;
0ZWV;25141169;07/04/2021;2058.00;;
0179;25143629;22/05/2021;587.00;;
16MS;25144320;12/02/2021;658.00;;
1B7K;25151168;06/06/2021;987.00;;
2305;25152158;09/05/2021;558.00;;
13W6;25154477;23/03/2021;1558.00;;
13W6;25154477;06/03/2021;858.00;;
1DL2;25157520;19/02/2021;858.00;;
15M1;25158056;10/05/2021;2058.00;;
15M1;25158098;23/01/2021;1558.00;;
0SOU;25158486;14/11/2021;787.00;;
1DL2;25160284;19/02/2021;858.00;;
0NME;25160698;01/09/2021;1087.00;20/10/2021;1080.14
16LI;25161670;26/01/2021;558.00;;
1I3R;25162280;17/10/2021;587.00;;
1I3R;25162280;24/07/2021;587.00;;
16YQ;25165143;15/01/2021;958.00;;
16YQ;25165622;14/01/2021;958.00;;
1CAV;25165853;25/05/2021;587.00;;
1F6Q;25166851;07/07/2021;5087.00;;
1F6Q;25166976;21/05/2021;1558.00;;
15GF;25168402;15/02/2021;2558.00;;
16QQ;25170028;20/01/2021;558.00;;
0YAT;25177932;17/10/2021;887.00;;
2163;25178674;20/12/2021;1487.00;;
2163;25178674;04/01/2021;1258.00;;
1HV3;25180019;31/12/2021;1987.00;;
15D0;25180258;02/12/2021;2987.00;;
5233;25183211;27/09/2021;587.00;;
0289;25187246;18/03/2021;1458.00;;
0289;25187261;05/12/2021;1387.00;;
0248;25189473;15/11/2021;1587.00;;
6289;25192279;10/01/2021;658.00;;
120M;25193087;14/12/2021;787.00;;
17DY;25194085;18/01/2021;1158.00;;
11BI;25194093;09/02/2021;2258.00;;
120N;25195157;21/06/2021;787.00;;
1CZR;25195249;23/02/2021;658.00;;
1909;25195330;06/02/2021;858.00;;
1909;25195330;09/01/2021;858.00;;
16AJ;25195959;02/03/2021;558.00;;
16VB;25196999;19/06/2021;887.00;;
0SJM;25201237;18/04/2021;858.00;;
13QO;25201385;17/06/2021;1087.00;;
0NO4;25206517;05/02/2021;858.00;;
0SDT;25206566;02/01/2021;1858.00;;
16PU;25210154;19/07/2021;1487.00;;
16PU;25210154;07/06/2021;1487.00;;
12NQ;25214131;16/03/2021;558.00;;
0ZU0;25215211;16/12/2021;987.00;;
1DR3;25215880;17/12/2021;1587.00;;
1DR3;25215880;30/10/2021;2287.00;;
0YAT;25218207;03/10/2021;787.00;;
0YAT;25218231;11/07/2021;587.00;;
0TD9;25220633;30/10/2021;1087.00;;
2305;25221011;30/01/2021;3458.00;;
2305;25221029;07/06/2021;1787.00;;
2305;25221086;18/11/2021;2087.00;;
2305;25221094;17/04/2021;2358.00;;
2305;25221102;29/11/2021;1587.00;;
9613;25221649;10/08/2021;787.00;17/09/2021;370.19
171V;25222282;28/08/2021;787.00;;
171V;25222415;08/11/2021;587.00;;
2305;25223132;29/01/2021;2858.00;;
2305;25223207;05/12/2021;2287.00;;
0254;25223876;17/02/2021;3858.00;;
1HWX;25228073;30/07/2021;1487.00;;
0Z70;25230574;07/01/2021;1258.00;;
0P1Z;25230897;03/12/2021;3487.00;;
0QBB;25232000;04/09/2021;887.00;;
13H4;25233255;29/12/2021;1387.00;;
14LR;25234667;24/04/2021;558.00;;
13KQ;25235490;14/04/2021;3358.00;;
0V0F;25236670;13/11/2021;1687.00;;
176R;25238221;27/08/2021;587.00;;
12K1;25239146;02/02/2021;1058.00;;
16X9;25242397;20/12/2021;1087.00;;
16X9;25242447;18/01/2021;1458.00;;
0WVW;25242892;28/01/2021;1258.00;;
0WVW;25243114;12/03/2021;1258.00;;
0WVW;25243312;28/04/2021;1258.00;;
0WVW;25243353;22/03/2021;1258.00;;
0WVW;25243429;27/06/2021;3087.00;;
0WVW;25243858;23/07/2021;587.00;;
0WVW;25243858;10/04/2021;1258.00;;
0WVW;25243932;05/07/2021;3087.00;;
0WVW;25244062;23/07/2021;3087.00;22/09/2021;3072.56
0WVW;25244062;30/05/2021;3087.00;;
0WVW;25244096;24/04/2021;1258.00;;
0WVW;25244237;12/08/2021;3087.00;;
0WVW;25244369;09/08/2021;2087.00;;
0WVW;25244369;05/05/2021;1258.00;;
2305;25246463;09/08/2021;2787.00;;
12Z2;25247750;26/02/2021;1258.00;;
15M1;25247867;28/01/2021;4058.00;;
14X4;25250408;08/12/2021;987.00;;
2335;25251604;13/12/2021;587.00;;
15XD;25252727;02/01/2021;1758.00;;
16MJ;25254608;03/02/2021;558.00;;
0OBN;25256678;06/05/2021;1058.00;;
16X6;25257635;03/11/2021;1087.00;;
16X6;25257833;13/10/2021;787.00;;
7126;25258096;15/01/2021;658.00;;
4505;25258849;24/12/2021;1087.00;;
1CG0;25259672;08/05/2021;858.00;;
0UHJ;25261645;16/01/2021;1258.00;;
10XJ;25261975;15/01/2021;858.00;;
10M7;25264169;11/12/2021;587.00;;
10M7;25264177;27/12/2021;1187.00;;
15XG;25264565;03/12/2021;3087.00;;
0UPA;25264623;05/02/2021;958.00;;
121H;25265224;04/02/2021;1758.00;;
121H;25265224;18/01/2021;1858.00;;
156E;25265323;16/04/2021;658.00;;
156E;25265323;15/01/2021;758.00;;
1902;25266644;23/03/2021;558.00;;
0W58;25267428;02/07/2021;787.00;;
16Y6;25268772;14/01/2021;1258.00;;
16Y6;25268913;19/01/2021;1358.00;;
9234;25272444;06/12/2021;1487.00;;
1CQY;25274341;21/10/2021;1487.00;;
2139;25274663;02/12/2021;1087.00;;
16QQ;25279837;12/02/2021;758.00;;
171D;25280959;15/04/2021;558.00;;
171D;25280959;07/02/2021;558.00;;
171D;25280991;11/01/2021;958.00;;
0SFN;25281098;27/01/2021;758.00;;
1271;25283110;29/09/2021;1087.00;;
0WYA;25285164;27/11/2021;1087.00;;
0289;25285578;08/08/2021;1587.00;;
9305;25285842;22/09/2021;587.00;;
0YAT;25287533;12/01/2021;758.00;;
0NIA;25291188;20/03/2021;558.00;;
8282;25291782;01/01/2021;1158.00;;
13QI;25293143;17/12/2021;1687.00;;
0U6S;25293721;11/09/2021;1087.00;;
11XR;25294166;18/11/2021;1687.00;;
1AMS;25294448;15/01/2021;1158.00;;
175G;25297979;02/09/2021;1287.00;;
122S;25299603;23/04/2021;558.00;;
0RLM;25300609;09/02/2021;558.00;;
1EL5;25301904;22/01/2021;558.00;;
136V;25303082;16/11/2021;687.00;;
108A;25303769;11/05/2021;4058.00;;
108A;25303769;06/01/2021;4058.00;;
2305;25303868;18/04/2021;858.00;;
0VNR;25305681;12/10/2021;2687.00;;
179O;25307356;15/02/2021;758.00;;
0WVW;25308222;25/01/2021;1258.00;;
0WVW;25308222;02/01/2021;658.00;;
0V0F;25309733;29/01/2021;958.00;;
0XV4;25309931;10/10/2021;1087.00;;
143T;25310087;20/12/2021;987.00;;
143T;25310087;15/01/2021;1058.00;;
173D;25311051;01/12/2021;987.00;;
173D;25311242;29/12/2021;887.00;;
179B;25312836;08/07/2021;887.00;;
179B;25313057;20/10/2021;587.00;;
179B;25313255;25/03/2021;558.00;;
6782;25315177;09/12/2021;2087.00;;
5233;25316290;27/03/2021;558.00;;
5233;25316290;20/03/2021;558.00;;
9377;25316647;08/01/2021;2058.00;;
5233;25317074;13/02/2021;758.00;;
5233;25317074;06/02/2021;758.00;;
1HX0;25318783;11/11/2021;987.00;;
0861;25321811;12/04/2021;558.00;;
0861;25321811;01/04/2021;758.00;;
15XG;25321845;11/02/2021;1358.00;;
0YAT;25325721;09/02/2021;958.00;;
10UE;25327792;13/09/2021;587.00;;
14U0;25328394;04/01/2021;758.00;;
10UG;25330473;16/12/2021;987.00;;
6286;25331778;03/08/2021;1587.00;10/09/2021;1508.44
0VH8;25333543;09/01/2021;1158.00;;
0VHM;25338708;01/07/2021;587.00;;
16XZ;25342106;11/01/2021;1058.00;;
17AS;25342825;10/01/2021;1058.00;19/02/2021;1041.36
0QKU;25342932;08/08/2021;987.00;;
3855;25344797;03/06/2021;1987.00;;
18X9;25346933;25/03/2021;958.00;;
19Q2;25347709;02/12/2021;2787.00;;
19Q2;25347709;14/01/2021;2058.00;;
0SOU;25348327;21/09/2021;1087.00;;
16QZ;25349358;05/02/2021;858.00;;
16QZ;25349630;17/12/2021;987.00;;
0ZMT;25350869;30/07/2021;1087.00;;
16Q0;25351628;25/04/2021;1058.00;;
1FI1;25352485;24/07/2021;1087.00;;
151I;25353830;17/12/2021;1387.00;;
151I;25353905;15/01/2021;558.00;;
0QZS;25354176;29/01/2021;758.00;;
0WOM;25354200;21/12/2021;1387.00;;
13QO;25358151;18/09/2021;4287.00;05/11/2021;4280.26
13QO;25358276;11/12/2021;887.00;;
0SPM;25358631;14/12/2021;587.00;;
5383;25360389;13/08/2021;587.00;;
2305;25362237;14/01/2021;1287.00;;
2305;25362252;11/03/2021;2958.00;;
2305;25362385;06/12/2021;2187.00;;
2305;25362393;15/01/2021;628.00;;
2305;25362443;20/11/2021;1787.00;;
2305;25362484;24/01/2021;1058.00;;
0USP;25367178;18/01/2021;658.00;;
0YAT;25368226;19/06/2021;1087.00;;
0R0K;25372558;03/12/2021;2587.00;;
1HWZ;25373259;19/12/2021;1487.00;;
0YJV;25373259;05/01/2021;1658.00;;
4505;25377169;21/11/2021;587.00;;
9977;25378001;23/12/2021;1187.00;;
179Q;25383514;24/12/2021;2087.00;;
179Q;25383514;26/07/2021;2087.00;;
179Q;25383811;21/07/2021;587.00;;
179Q;25383910;09/09/2021;1087.00;;
179Q;25383910;15/08/2021;1087.00;;
6991;25387994;08/09/2021;687.00;;
0Z2Q;25388521;16/01/2021;958.00;;
13VP;25388869;11/02/2021;658.00;;
17DZ;25390006;23/04/2021;558.00;;
0S77;25392077;13/02/2021;1258.00;;
10W0;25398280;11/02/2021;758.00;;
179B;25399130;05/10/2021;587.00;;
179B;25399130;16/04/2021;558.00;;
0Y2P;25399221;10/06/2021;2587.00;;
0Y2P;25399247;22/08/2021;2087.00;;
7860;25401332;24/12/2021;1087.00;;
0136;25401811;27/08/2021;2287.00;;
10OP;25402595;16/01/2021;858.00;;
17EP;25405986;24/01/2021;1758.00;;
0Z70;25409061;10/01/2021;558.00;;
0Z70;25409061;02/01/2021;658.00;;
0Z70;25409079;09/02/2021;558.00;;
0Z70;25409129;22/06/2021;687.00;;
1CAG;25409913;30/01/2021;558.00;;
0TKE;25414442;24/01/2021;1558.00;;
0TKE;25414442;01/01/2021;1058.00;;
0OKO;25415431;27/12/2021;2287.00;;
0YAT;25417676;03/12/2021;1087.00;;
0YAT;25417676;25/10/2021;1087.00;;
15KA;25424805;03/01/2021;958.00;;
168E;25425190;10/05/2021;558.00;;
4505;25427667;16/08/2021;587.00;;
0V1S;25429085;24/01/2021;1258.00;;
15S2;25430331;05/02/2021;1058.00;;
0NIA;25431164;15/05/2021;558.00;;
0NIA;25431198;06/02/2021;558.00;;
17FC;25435132;11/01/2021;1358.00;;
0RAW;25436262;16/02/2021;2458.00;;
9305;25436965;19/12/2021;1587.00;;
5597;25440611;15/01/2021;1958.00;;
0WYA;25441056;21/09/2021;587.00;;
2150;25443094;07/04/2021;1058.00;;
2150;25443094;21/01/2021;1058.00;;
1BK0;25443466;02/01/2021;658.00;;
1BK0;25443870;11/02/2021;758.00;;
1BK0;25444134;06/01/2021;1558.00;;
1909;25446840;16/02/2021;558.00;;
16MD;25447467;19/02/2021;1058.00;;
0PEM;25450818;09/09/2021;587.00;;
16MJ;25451360;08/04/2021;558.00;;
0VM4;25454695;26/10/2021;1087.00;;
0VM4;25454695;13/09/2021;1087.00;;
0YRJ;25456567;14/12/2021;587.00;;
0QUS;25457235;03/02/2021;808.00;;
15HX;25461674;27/02/2021;2158.00;;
15HX;25461708;07/01/2021;2758.00;;
15HX;25461773;27/02/2021;958.00;;
15HX;25461815;24/03/2021;1058.00;;
15HX;25461831;29/01/2021;1758.00;;
15HX;25461872;12/03/2021;3658.00;;
15HX;25462052;30/01/2021;2258.00;;
15HX;25462268;01/03/2021;2058.00;;
15HX;25462375;27/01/2021;1158.00;;
15HX;25462425;16/02/2021;1558.00;;
15HX;25462490;28/02/2021;1558.00;;
15HX;25462490;30/01/2021;1558.00;;
15HX;25462532;12/03/2021;1558.00;;
15HX;25462714;15/01/2021;2158.00;;
15HX;25462771;12/03/2021;2058.00;;
15HX;25462805;28/02/2021;1958.00;;
15HX;25462938;01/03/2021;2958.00;;
15HX;25462946;29/01/2021;2458.00;;
15HX;25462946;16/01/2021;2458.00;;
15HX;25463639;22/03/2021;1058.00;;
15HX;25463696;20/01/2021;4058.00;;
15HX;25463712;06/01/2021;1258.00;;
15HX;25463928;08/01/2021;1958.00;;
15HX;25463977;17/02/2021;1158.00;;
15HX;25463985;12/03/2021;2058.00;;
15HX;25464215;12/03/2021;1058.00;;
15HX;25464280;03/03/2021;1258.00;;
15HX;25464611;27/03/2021;558.00;;
15HX;25464686;15/01/2021;2558.00;;
15HX;25464751;19/01/2021;3558.00;;
15HX;25464926;19/03/2021;1058.00;;
15HX;25465022;04/02/2021;2858.00;;
15HX;25465121;17/03/2021;808.00;;
15HX;25465212;28/02/2021;2158.00;;
15HX;25465220;26/02/2021;1058.00;;
15HX;25465337;17/03/2021;1058.00;;
15HX;25465485;15/01/2021;1058.00;;
15HX;25465535;14/03/2021;1058.00;;
15HX;25465584;12/03/2021;758.00;;
15HX;25465634;16/02/2021;558.00;;
15HX;25465725;16/03/2021;2958.00;;
15HX;25465832;03/03/2021;1858.00;;
15HX;25465840;28/02/2021;2758.00;;
15HX;25466038;26/02/2021;1358.00;;
15HX;25466095;26/03/2021;2758.00;;
15HX;25466111;16/03/2021;858.00;;
15HX;25466244;26/02/2021;2458.00;;
15HX;25466319;13/02/2021;2358.00;;
15HX;25466491;05/03/2021;558.00;;
15HX;25466558;26/02/2021;958.00;;
15HX;25466798;29/01/2021;2158.00;;
15HX;25466798;15/01/2021;2158.00;;
15HX;25466939;28/02/2021;2358.00;;
15HX;25467267;17/03/2021;1058.00;;
15HX;25467267;03/01/2021;958.00;;
15HX;25467390;05/02/2021;1058.00;;
15HX;25467572;26/02/2021;958.00;;
15HX;25467598;19/01/2021;1958.00;;
15HX;25467655;28/02/2021;858.00;;
1AWZ;25471186;19/11/2021;587.00;;
0QZL;25481524;01/01/2021;1758.00;;
16BR;25483363;27/12/2021;587.00;;
0XM1;25484650;07/04/2021;1058.00;;
4505;25487570;24/12/2021;1087.00;;
0289;25488818;22/01/2021;1558.00;;
1BYZ;25491168;02/12/2021;987.00;;
0U4P;25493826;05/01/2021;758.00;;
