CO_GRUPO;IdPersona;FE_ALTA;Monto;Fe_castigo;Monto_castigado
0Z70;19503390;01/01/2021;1158.00;;
0Z70;19503549;19/06/2021;787.00;;
109S;19503747;29/12/2021;1387.00;;
0Z70;19504034;13/02/2021;658.00;;
109S;19504323;29/11/2021;1387.00;;
0Z70;19504323;09/02/2021;758.00;;
0Z70;19504422;05/01/2021;1358.00;;
0Z70;19504604;21/02/2021;958.00;;
109S;19504786;14/12/2021;587.00;;
0Z70;19505262;11/01/2021;608.00;;
0Z70;19505262;02/01/2021;858.00;;
0Z70;19506146;28/01/2021;958.00;;
0Z70;19506153;07/01/2021;1258.00;;
0Z70;19506369;14/01/2021;1358.00;;
0Z70;19507318;07/01/2021;1458.00;;
0Z70;19508670;20/03/2021;1458.00;;
0Z70;19508688;01/01/2021;1158.00;;
0Z70;19508894;16/06/2021;587.00;;
0XXC;19511526;23/03/2021;558.00;;
1CCL;19514041;08/02/2021;558.00;;
0U1J;19517440;21/11/2021;1087.00;;
1I3R;19517853;18/09/2021;2587.00;;
1I3R;19517945;14/11/2021;1187.00;;
0Z67;19517945;12/01/2021;558.00;;
1I3R;19518026;05/10/2021;2687.00;;
0WNN;19518059;26/06/2021;2387.00;;
1I3R;19518372;01/12/2021;3287.00;;
1I3R;19518372;02/11/2021;3387.00;;
1I3R;19518661;18/10/2021;587.00;;
0Z67;19518950;15/01/2021;2158.00;;
0WNN;19519156;19/11/2021;1887.00;;
0WNN;19519180;01/11/2021;3187.00;;
1BVJ;19519503;03/12/2021;1487.00;;
1BVJ;19519503;27/03/2021;1058.00;;
0Z67;19519693;16/01/2021;1458.00;;
1I3R;19520337;02/11/2021;2087.00;;
0108;19520717;01/12/2021;6087.00;;
110Q;19521269;27/04/2021;658.00;;
0WVW;19521830;06/07/2021;3687.00;;
0WVW;19521830;01/03/2021;1558.00;;
0V0F;19522366;17/12/2021;1487.00;;
0V0F;19522366;03/03/2021;1058.00;;
0ZEP;19522960;02/01/2021;858.00;;
0ZEP;19523018;11/01/2021;658.00;;
0289;19524628;04/07/2021;2087.00;;
1AZI;19525690;07/01/2021;2558.00;;
1FRA;19529502;02/08/2021;1287.00;;
1FRA;19529502;03/07/2021;1087.00;;
0TVM;19535061;31/10/2021;687.00;;
0TVM;19535061;18/10/2021;1787.00;;
0XWC;19536580;04/11/2021;587.00;;
0Z67;19538149;19/03/2021;2058.00;;
0Z67;19538149;03/02/2021;2058.00;;
0QZL;19542133;04/01/2021;1758.00;;
4687;19547918;15/05/2021;2258.00;;
1C23;19548114;14/01/2021;1458.00;;
0Z6I;19549872;10/01/2021;1458.00;;
0Z6I;19549872;05/01/2021;1458.00;;
0221;19550037;29/01/2021;958.00;;
0V0F;19552645;16/06/2021;2087.00;04/08/2021;2064.38
0YOW;19554179;13/12/2021;1587.00;;
9449;19557453;24/12/2021;2587.00;;
9449;19557461;24/04/2021;1058.00;;
1DR4;19560408;20/12/2021;3087.00;;
0SDT;19563329;26/10/2021;1287.00;;
1D5M;19564244;15/10/2021;1087.00;;
0XZ7;19565704;11/09/2021;887.00;;
2305;19567502;09/02/2021;1558.00;;
0RUZ;19568328;24/01/2021;1558.00;;
8230;19570118;16/02/2021;1058.00;;
0YPC;19571256;05/09/2021;887.00;;
13EG;19573625;27/02/2021;658.00;;
0T9Y;19574128;18/12/2021;1287.00;;
2741;19579788;17/09/2021;1087.00;;
3706;19582220;29/12/2021;1487.00;;
8858;19584937;18/12/2021;2587.00;;
0ZBP;19587831;20/07/2021;1087.00;;
0YZQ;19588078;06/04/2021;608.00;;
6410;19588946;04/01/2021;558.00;;
1019;19589183;16/10/2021;1887.00;;
0YLR;19591643;01/03/2021;3258.00;;
0YLR;19591650;30/01/2021;2358.00;;
0YLR;19591676;17/02/2021;758.00;;
0YLR;19591676;30/01/2021;558.00;;
8140;19593243;17/12/2021;1487.00;;
8140;19593243;02/12/2021;1487.00;;
8140;19593292;17/11/2021;1187.00;;
9377;19597095;08/02/2021;2458.00;;
9377;19597129;19/07/2021;2087.00;;
9377;19598085;15/12/2021;1087.00;;
14OH;19602218;21/09/2021;1587.00;;
2305;19605534;19/01/2021;558.00;;
0RAW;19611441;29/10/2021;2387.00;;
0XG5;19611565;21/12/2021;3587.00;;
0Z9C;19612092;26/01/2021;758.00;;
0YAT;19612118;10/05/2021;858.00;;
0SEX;19613777;13/03/2021;1358.00;;
0Z8U;19615343;18/10/2021;887.00;;
1902;19620665;16/08/2021;587.00;;
0VTW;19622091;23/12/2021;1887.00;;
1EUY;19622505;28/03/2021;1058.00;;
0PL6;19639913;17/09/2021;1087.00;;
0289;19645522;26/02/2021;1458.00;;
0289;19645589;14/10/2021;887.00;;
0W58;19653302;25/06/2021;687.00;;
109S;19661834;25/12/2021;1487.00;;
13RQ;19667716;23/04/2021;2958.00;;
0YAT;19668508;09/10/2021;787.00;;
5383;19670587;12/08/2021;787.00;;
4687;19675123;17/12/2021;1287.00;;
4687;19675123;15/01/2021;1758.00;;
4687;19675131;19/01/2021;1758.00;;
8282;19676659;08/01/2021;1658.00;;
0XUW;19679463;02/11/2021;887.00;;
0VNR;19682384;27/03/2021;858.00;;
0WMP;19684745;31/08/2021;987.00;;
2305;19685585;21/11/2021;6587.00;;
2305;19685585;05/04/2021;4058.00;;
3468;19686328;23/12/2021;2487.00;;
3468;19686328;05/03/2021;2058.00;;
0UGI;19687466;06/09/2021;1587.00;;
15MG;19687987;30/01/2021;558.00;;
15MG;19687987;17/01/2021;1658.00;;
2741;19688399;30/10/2021;1387.00;;
2741;19688399;10/10/2021;1187.00;;
0XXA;19692029;04/12/2021;837.00;;
0OTQ;19694488;01/12/2021;1087.00;;
109S;19702125;19/10/2021;587.00;;
0Z70;19702125;14/01/2021;558.00;;
5979;19702745;22/01/2021;558.00;;
0Z8U;19704659;15/11/2021;2287.00;;
0Z8U;19704667;16/11/2021;1987.00;;
0QRX;19706878;15/08/2021;587.00;;
0T9G;19708890;27/02/2021;558.00;;
9377;19709112;03/05/2021;858.00;;
9377;19709591;15/12/2021;1587.00;;
0PBV;19714690;04/09/2021;1287.00;;
122S;19715978;28/08/2021;587.00;;
3005;19722529;05/06/2021;1087.00;;
0XXA;19723212;28/07/2021;1087.00;;
0ZDS;19729490;19/11/2021;787.00;;
0YOV;19732932;05/11/2021;587.00;;
0YOV;19732932;05/11/2021;587.00;;
0UJK;19734920;23/09/2021;787.00;;
0REL;19735216;14/01/2021;958.00;;
8140;19736776;16/01/2021;1258.00;;
8140;19736776;02/01/2021;1258.00;;
0NO4;19741586;13/02/2021;558.00;;
18G6;19743780;07/12/2021;1587.00;;
3597;19743863;08/01/2021;1558.00;;
0289;19747047;16/04/2021;1558.00;;
0289;19747088;11/10/2021;1087.00;;
0ZK1;19748862;22/04/2021;858.00;;
0SD7;19750942;27/12/2021;1387.00;;
0TEO;19751072;02/08/2021;1787.00;;
1CCL;19753896;19/09/2021;687.00;;
7402;19762657;08/01/2021;1458.00;;
0V0F;19764281;16/01/2021;958.00;;
2011;19767110;19/07/2021;1587.00;;
0QBB;19768951;01/05/2021;2258.00;;
8734;19770007;15/01/2021;858.00;;
0P6N;19772367;07/11/2021;687.00;;
0NO4;19773183;04/05/2021;658.00;;
13KL;19775105;04/05/2021;1058.00;;
18P2;19775477;06/08/2021;1087.00;;
18ZY;19781202;17/10/2021;687.00;;
18ZY;19781202;09/10/2021;687.00;;
7861;19786904;04/07/2021;2487.00;;
0ZQ1;19789262;17/07/2021;587.00;;
0ZQ1;19789270;16/08/2021;1287.00;;
0YBM;19791193;24/01/2021;858.00;;
1GYK;19798875;17/12/2021;887.00;;
0O5J;19801059;06/07/2021;1287.00;;
0O5J;19801059;05/01/2021;858.00;;
0Y4X;19801067;09/10/2021;6087.00;;
0ZRS;19803824;10/12/2021;1387.00;;
0ZRS;19803881;14/07/2021;1187.00;;
0ZRS;19804095;15/06/2021;787.00;;
0ZRS;19804335;03/06/2021;987.00;;
0YLR;19807577;16/02/2021;1558.00;;
0ULQ;19808245;06/12/2021;1987.00;;
0WVW;19808807;09/06/2021;687.00;;
0V0F;19809110;23/11/2021;2187.00;;
0V0F;19809110;03/01/2021;1758.00;;
0ZUL;19809391;09/02/2021;858.00;;
0ZUL;19809391;11/01/2021;2158.00;;
0RUZ;19813138;27/06/2021;687.00;;
0RSF;19817337;11/11/2021;1087.00;;
0RSF;19817337;23/08/2021;1087.00;;
5233;19817386;15/01/2021;758.00;;
10E8;19818178;22/12/2021;687.00;;
5528;19822519;04/12/2021;3087.00;;
1HZP;19825975;20/09/2021;1787.00;;
1HZP;19825975;05/08/2021;1787.00;;
18A6;19828045;01/12/2021;687.00;;
0NO4;19838804;08/01/2021;658.00;;
0NWS;19840875;29/01/2021;2058.00;;
0NWS;19840875;22/01/2021;2058.00;;
0YKJ;19841360;16/06/2021;587.00;;
0VNR;19842046;09/01/2021;758.00;;
3468;19847961;15/03/2021;958.00;;
2305;19852599;11/11/2021;3887.00;;
0WYA;19853118;23/04/2021;1158.00;;
0WVW;19857192;26/06/2021;2187.00;;
0WVW;19857192;16/02/2021;858.00;;
0ZU4;19859735;09/10/2021;1587.00;;
0ZU4;19859800;17/09/2021;787.00;;
0ZUN;19871458;17/10/2021;587.00;;
1609;19871680;09/01/2021;1258.00;;
0430;19874213;13/11/2021;1087.00;;
8794;19882455;10/01/2021;558.00;;
0PLW;19883446;28/08/2021;587.00;;
0X1W;19884519;04/09/2021;1087.00;;
14RC;19884667;31/01/2021;658.00;;
1494;19917848;02/04/2021;858.00;;
0PR6;19919455;22/02/2021;2158.00;;
0QZX;19924778;05/02/2021;3258.00;;
1C0O;19927813;06/12/2021;1187.00;;
1IMX;19934652;13/12/2021;587.00;;
0NWS;19947381;05/02/2021;558.00;;
2740;19949379;27/06/2021;1187.00;;
0US9;19951276;11/12/2021;1087.00;;
0US9;19951292;19/10/2021;1687.00;08/12/2021;1224.95
0YZH;19952621;25/04/2021;1058.00;;
0ZLW;19953017;05/03/2021;858.00;;
0ZLW;19953199;17/02/2021;1958.00;;
0ZZP;19953744;20/09/2021;6587.00;;
1874;19968262;07/01/2021;3158.00;;
0SSN;19979632;12/05/2021;1258.00;;
9757;19980382;22/05/2021;1887.00;;
4133;19981182;17/09/2021;3287.00;;
6782;19989656;22/12/2021;2687.00;;
1019;19997642;21/08/2021;2487.00;;
0SHW;19999242;30/01/2021;2358.00;;
0ZMT;20000014;22/10/2021;987.00;;
0289;20002440;19/07/2021;1387.00;;
0289;20002481;09/07/2021;1287.00;;
7300;20005187;16/11/2021;587.00;;
7300;20005187;02/10/2021;587.00;;
2163;20007084;17/01/2021;1058.00;;
0R5B;20009726;19/11/2021;587.00;;
0YLR;20010898;26/02/2021;1158.00;;
1I3R;20019931;29/10/2021;3587.00;;
0XB9;20027645;20/12/2021;587.00;;
1HNY;20029427;26/12/2021;587.00;;
134N;20031910;30/12/2021;1587.00;;
134N;20031910;01/10/2021;1587.00;;
0Z70;20033544;10/07/2021;687.00;;
0NIA;20034849;06/01/2021;2058.00;;
0U2L;20035309;15/12/2021;1187.00;;
9393;20035929;02/07/2021;1187.00;19/08/2021;515.66
104S;20043766;17/11/2021;4687.00;;
07R0;20051322;02/01/2021;1158.00;;
0VHP;20052767;18/10/2021;787.00;;
0VGL;20053419;14/08/2021;687.00;;
0ZDS;20059523;16/01/2021;658.00;;
17W1;20060141;02/12/2021;987.00;;
0ZDS;20060349;01/01/2021;858.00;;
0W0C;20062030;27/09/2021;587.00;;
8873;20063350;20/02/2021;1658.00;;
0QZL;20063673;16/12/2021;4387.00;;
0T29;20065025;16/10/2021;1587.00;;
0V0F;20065843;20/09/2021;1587.00;;
0V0F;20065900;05/06/2021;3887.00;;
12T7;20069522;21/06/2021;587.00;;
0ZQM;20070090;03/11/2021;787.00;;
2305;20071858;06/08/2021;1887.00;;
0Z70;20077830;22/01/2021;1458.00;;
0ZRZ;20078382;03/11/2021;1087.00;;
0ZRZ;20078606;21/11/2021;2087.00;;
0ZRZ;20078606;12/02/2021;1058.00;;
0ZRZ;20078630;28/07/2021;1087.00;;
0ZRZ;20078697;23/02/2021;558.00;;
0ZRZ;20078887;03/12/2021;1587.00;;
0ZRZ;20079471;20/07/2021;1087.00;;
0ZRZ;20079638;21/09/2021;1087.00;;
0T9G;20084158;12/02/2021;558.00;;
1HM9;20084968;15/11/2021;1587.00;;
7861;20087409;15/01/2021;958.00;;
0V0F;20091153;18/01/2021;2258.00;;
2305;20092441;05/01/2021;923.00;;
2305;20092466;18/12/2021;3087.00;;
9234;20096178;03/02/2021;558.00;;
16JQ;20104634;22/01/2021;1558.00;;
0NX1;20105391;31/12/2021;2787.00;;
0ZOG;20108890;02/02/2021;758.00;;
3468;20110227;11/06/2021;2587.00;;
9757;20112785;18/10/2021;587.00;;
109S;20113312;30/12/2021;587.00;;
108V;20118931;17/08/2021;887.00;;
2317;20119749;30/01/2021;1058.00;;
3610;20119913;03/10/2021;1587.00;;
1C0O;20120788;17/01/2021;3358.00;;
1C0O;20120788;13/01/2021;3358.00;;
0WYA;20122990;08/01/2021;1158.00;;
0289;20126835;13/12/2021;2387.00;;
0289;20126983;15/01/2021;1058.00;;
0O5J;20127346;22/02/2021;758.00;;
0WVW;20131249;18/01/2021;858.00;;
106C;20133252;18/12/2021;687.00;;
0O4U;20141586;13/12/2021;887.00;;
0ZMT;20145892;10/08/2021;1587.00;;
1E2F;20147625;25/11/2021;1087.00;;
1HB6;20152492;12/12/2021;1087.00;;
0ZW1;20152492;01/01/2021;758.00;;
0ZVW;20157533;05/02/2021;2058.00;;
0WYT;20168068;24/01/2021;758.00;;
9377;20169090;02/07/2021;3387.00;19/08/2021;3365.55
9377;20169454;20/11/2021;2187.00;;
9435;20171229;14/11/2021;2387.00;;
9377;20176582;30/11/2021;587.00;;
0WVW;20187134;10/01/2021;558.00;;
0WVW;20187167;23/02/2021;1258.00;;
0WVW;20187175;21/06/2021;787.00;;
0XYU;20195053;28/07/2021;587.00;;
5383;20195749;28/11/2021;1287.00;;
0108;20196598;07/12/2021;1887.00;;
0USD;20198909;06/11/2021;1487.00;;
0ULQ;20201356;06/09/2021;1087.00;;
2305;20201752;27/02/2021;1658.00;;
1DZD;20202867;02/07/2021;1887.00;;
0ZUL;20208658;07/02/2021;558.00;;
0YGM;20216842;02/08/2021;1887.00;;
0V0F;20218400;16/01/2021;1158.00;;
10DZ;20219739;04/02/2021;2058.00;;
10DZ;20219770;05/05/2021;1058.00;;
10DZ;20220000;02/02/2021;1058.00;;
10DZ;20220026;29/03/2021;1058.00;;
0NO4;20222303;20/01/2021;1358.00;;
0WOM;20222352;23/12/2021;887.00;;
4774;20223590;16/02/2021;1858.00;;
5242;20223814;23/12/2021;1087.00;;
5242;20223814;17/12/2021;1087.00;;
9757;20227641;17/09/2021;787.00;;
10AW;20229175;03/08/2021;3687.00;;
2257;20229449;07/03/2021;758.00;;
109S;20229605;05/11/2021;887.00;;
0289;20239018;26/11/2021;1087.00;;
138Q;20243382;17/08/2021;1287.00;;
12SQ;20247474;25/01/2021;2558.00;;
10DK;20247763;21/08/2021;687.00;;
0TIE;20252300;20/12/2021;4087.00;;
0TIE;20252300;06/12/2021;4087.00;;
0WVW;20253753;16/02/2021;1258.00;;
1D5M;20254074;19/10/2021;2387.00;;
2034;20260840;28/09/2021;987.00;;
0SWI;20264651;02/10/2021;1687.00;;
17A6;20267050;01/01/2021;658.00;;
0Y5K;20271284;15/02/2021;1558.00;;
0SEG;20271961;06/12/2021;587.00;;
0SEG;20271961;28/11/2021;587.00;;
0U6U;20274130;12/12/2021;1087.00;;
10D2;20276507;18/10/2021;1087.00;;
10D5;20276622;03/07/2021;1087.00;;
10D6;20276770;26/10/2021;587.00;;
12YQ;20276796;30/10/2021;6087.00;;
10FU;20277372;11/01/2021;1658.00;;
0108;20280053;14/10/2021;587.00;;
0254;20284071;05/12/2021;2687.00;;
10FS;20287470;30/01/2021;658.00;;
10FS;20287470;02/01/2021;558.00;;
1I6P;20287546;10/12/2021;687.00;;
10FS;20287611;05/01/2021;558.00;;
10FS;20287637;12/02/2021;1458.00;;
1EUY;20288577;29/09/2021;1587.00;;
0PY5;20290649;01/12/2021;1287.00;;
1I6P;20299574;27/12/2021;1087.00;;
1I6P;20299582;20/12/2021;587.00;;
1I6P;20299582;31/08/2021;587.00;;
1I6P;20299616;31/12/2021;687.00;;
10FS;20299657;15/01/2021;558.00;;
10II;20310033;18/12/2021;1387.00;;
9377;20316071;29/09/2021;5287.00;;
9377;20316071;14/09/2021;4887.00;;
1717;20316147;18/03/2021;658.00;;
2055;20317244;06/12/2021;1687.00;;
0YAT;20318051;15/01/2021;1058.00;;
0ULQ;20318408;01/02/2021;1058.00;;
0452;20321717;20/09/2021;2787.00;08/11/2021;894.36
0452;20321717;05/01/2021;2758.00;;
10IG;20323747;03/09/2021;887.00;;
10IG;20323895;31/08/2021;587.00;;
0108;20326146;13/03/2021;2458.00;;
0TSV;20327292;09/10/2021;587.00;;
0NO4;20329322;14/05/2021;1058.00;;
9757;20330957;04/06/2021;1087.00;;
0OBN;20343216;18/12/2021;3287.00;;
0OBN;20343216;10/06/2021;3587.00;;
0XB5;20345930;07/01/2021;1458.00;;
1H86;20346136;07/12/2021;1587.00;;
10CH;20346292;10/09/2021;887.00;;
0QKU;20347829;30/04/2021;558.00;;
2257;20350963;22/08/2021;1087.00;;
0108;20350997;01/12/2021;4087.00;;
1023;20352357;01/03/2021;758.00;;
10A7;20356382;03/02/2021;1858.00;;
10BV;20357505;17/04/2021;558.00;;
0RSF;20360186;14/11/2021;1087.00;;
0SX0;20360392;16/03/2021;1058.00;;
0SX0;20360392;01/03/2021;558.00;;
0T9G;20362992;12/02/2021;558.00;;
0YZ4;20364188;27/01/2021;1558.00;;
0YZ4;20364279;08/10/2021;2687.00;;
0108;20366241;01/12/2021;1687.00;;
0108;20366241;04/03/2021;2658.00;;
7085;20372405;21/03/2021;558.00;;
0ZUI;20378519;26/12/2021;1087.00;;
10LJ;20382586;09/07/2021;1387.00;;
0T58;20386140;05/10/2021;587.00;;
0470;20389250;01/02/2021;658.00;;
0TFG;20390480;17/11/2021;1087.00;;
10JS;20393211;10/01/2021;758.00;;
1HX5;20393534;13/12/2021;1087.00;;
3855;20395380;30/03/2021;558.00;;
10KY;20398442;24/12/2021;3687.00;;
10KY;20398541;01/10/2021;887.00;;
10KY;20398657;07/06/2021;1187.00;;
10KY;20398814;16/11/2021;2087.00;;
10KY;20398921;06/09/2021;1287.00;;
10KY;20399622;21/01/2021;858.00;;
10KY;20399630;03/12/2021;1387.00;;
10KY;20399630;09/01/2021;1058.00;;
10KY;20400966;12/03/2021;1258.00;;
10KY;20400966;16/01/2021;1258.00;;
10K3;20405866;15/10/2021;1887.00;;
9554;20407516;27/06/2021;787.00;;
13EG;20414017;01/01/2021;658.00;;
1EUY;20415790;19/03/2021;1858.00;;
6617;20419354;05/01/2021;2758.00;;
0289;20424743;15/11/2021;587.00;;
6782;20432589;06/01/2021;2758.00;;
3776;20436226;08/01/2021;858.00;;
10L7;20438396;09/12/2021;587.00;;
10NW;20438719;31/10/2021;2087.00;;
10NW;20439113;02/10/2021;1087.00;;
10NW;20439444;12/06/2021;2287.00;;
0NO4;20444394;01/07/2021;2987.00;;
10MC;20445581;25/09/2021;687.00;;
0XLP;20460176;11/12/2021;687.00;;
0T9G;20464517;14/01/2021;558.00;;
10C0;20466470;05/12/2021;1087.00;;
0OBU;20467239;22/06/2021;3187.00;;
10KY;20467783;11/04/2021;558.00;;
10KY;20467791;17/11/2021;4087.00;;
10KY;20467817;24/07/2021;1087.00;;
10KY;20467833;17/04/2021;2058.00;;
10KY;20467866;23/01/2021;2058.00;;
10KY;20467940;08/12/2021;1087.00;;
10KY;20468203;21/12/2021;2087.00;;
18AY;20475869;17/12/2021;1387.00;;
1HB6;20482865;11/11/2021;2287.00;;
7860;20486098;22/11/2021;1087.00;;
0XZ7;20487047;21/10/2021;1187.00;;
0T8P;20491809;08/08/2021;1987.00;;
9305;20495743;17/11/2021;787.00;;
8140;20500500;19/01/2021;2858.00;;
8140;20500559;09/05/2021;558.00;;
8140;20500559;09/01/2021;658.00;;
2859;20501482;24/12/2021;1087.00;;
2859;20501615;26/03/2021;858.00;;
0VS4;20503041;19/12/2021;787.00;;
1HT4;20505954;25/12/2021;1387.00;;
0405;20519559;11/01/2021;1258.00;;
0PX2;20523486;07/08/2021;687.00;;
0ZMW;20526299;19/05/2021;558.00;;
1EUY;20526828;21/12/2021;3487.00;;
0P1Z;20528840;28/09/2021;1087.00;;
9435;20529673;18/01/2021;2758.00;;
0YAT;20530903;22/08/2021;1087.00;;
0WFC;20536298;03/09/2021;3387.00;21/10/2021;3353.25
1BC8;20536512;08/09/2021;887.00;;
0TWG;20536629;20/02/2021;4058.00;;
18VY;20538781;12/02/2021;658.00;;
10S1;20539011;20/08/2021;2087.00;;
10S1;20539045;07/12/2021;1587.00;;
10S1;20539094;04/10/2021;587.00;;
10S1;20539169;09/06/2021;587.00;;
10S1;20539961;20/11/2021;1787.00;;
10S1;20540068;16/08/2021;3087.00;;
10S1;20540142;27/09/2021;2387.00;;
10S1;20540266;04/12/2021;587.00;;
10S1;20540431;22/10/2021;1987.00;;
0NO4;20544094;21/05/2021;1058.00;;
0965;20544128;02/03/2021;1058.00;;
0X62;20546859;05/02/2021;758.00;;
101M;20549549;13/11/2021;1787.00;;
0QRX;20550737;09/05/2021;558.00;;
0ZU4;20551370;01/01/2021;1358.00;;
1FZ1;20559977;20/11/2021;687.00;;
0WI4;20560702;02/10/2021;687.00;11/11/2021;680.5
0289;20562971;13/02/2021;2158.00;;
0289;20563227;03/02/2021;558.00;;
1I3R;20567673;20/12/2021;1487.00;;
0Z67;20567699;15/01/2021;1358.00;;
0V0F;20574323;30/01/2021;2958.00;;
101M;20586426;05/08/2021;1587.00;;
18AY;20588018;24/01/2021;1058.00;;
10U4;20588224;15/01/2021;1458.00;;
10U4;20588224;01/01/2021;1458.00;;
10U4;20590253;02/12/2021;1587.00;;
10U4;20590485;30/01/2021;1058.00;;
10U4;20590501;10/06/2021;1487.00;;
10U4;20590592;05/10/2021;1587.00;;
10U4;20590709;31/07/2021;887.00;;
10U4;20590717;17/11/2021;987.00;;
10U4;20590758;17/12/2021;2687.00;;
10U4;20590758;15/01/2021;958.00;;
0WGU;20591020;05/02/2021;1358.00;;
0YYJ;20591186;20/12/2021;987.00;;
10N0;20591889;23/12/2021;887.00;;
10N0;20591889;08/11/2021;887.00;;
10SZ;20594982;12/03/2021;858.00;;
10SZ;20595120;15/12/2021;1487.00;;
10SZ;20595120;15/01/2021;1158.00;;
10SZ;20595153;10/02/2021;958.00;;
0298;20599254;21/07/2021;1487.00;;
0PSU;20600201;11/03/2021;2058.00;;
0QIS;20602108;11/01/2021;3458.00;;
109S;20603882;11/08/2021;6587.00;;
8140;20605861;29/01/2021;2058.00;;
8140;20605887;24/11/2021;1587.00;;
0VBI;20606018;01/08/2021;1487.00;;
0256;20608311;03/12/2021;1587.00;;
2305;20609251;04/12/2021;3787.00;;
2305;20609251;18/02/2021;3158.00;;
2305;20609251;04/02/2021;3158.00;;
0NVF;20610028;10/12/2021;787.00;;
1IGN;20612065;17/12/2021;687.00;;
10SZ;20617999;17/09/2021;1287.00;;
3429;20618484;03/11/2021;2087.00;;
3429;20618484;28/10/2021;1087.00;;
0QE6;20619094;29/01/2021;3158.00;;
9613;20621496;05/09/2021;787.00;;
0PLW;20627444;12/03/2021;558.00;;
0Z67;20629028;03/08/2021;2687.00;;
1609;20633186;03/12/2021;787.00;;
1609;20633186;17/11/2021;787.00;;
4687;20638730;30/10/2021;1587.00;;
0023;20640108;07/02/2021;858.00;;
0P1Z;20641239;19/11/2021;3687.00;;
7301;20653648;14/02/2021;558.00;;
1IMX;20658274;16/11/2021;587.00;;
0SHK;20661427;18/02/2021;958.00;;
0289;20674883;15/04/2021;1658.00;;
0289;20676656;07/09/2021;687.00;;
19YE;20679080;17/01/2021;2558.00;;
1JJB;20679791;04/10/2021;887.00;;
1DDT;20680278;06/01/2021;1658.00;;
0WGU;20680518;20/02/2021;1458.00;;
0S8D;20686010;01/05/2021;2158.00;;
0U5B;20687091;13/02/2021;2558.00;;
175Z;20697801;06/12/2021;1787.00;;
0O4U;20697850;22/12/2021;1587.00;;
0V0F;20698213;15/01/2021;1558.00;;
0XXC;20699070;12/12/2021;1287.00;;
1019;20700969;16/09/2021;1587.00;;
1019;20700969;16/01/2021;1658.00;;
13EG;20708533;24/08/2021;787.00;01/10/2021;784.34
0R4L;20708566;31/10/2021;987.00;;
7860;20715462;12/12/2021;887.00;;
0W05;20719050;13/08/2021;687.00;;
0TQF;20727855;24/01/2021;1558.00;;
0QE5;20729463;13/09/2021;787.00;;
3758;20731303;15/02/2021;658.00;;
0215;20739132;19/08/2021;1587.00;;
10WT;20742169;11/10/2021;587.00;;
10WT;20742268;18/02/2021;558.00;;
10WT;20742375;07/12/2021;1387.00;;
10WT;20742656;07/05/2021;558.00;;
10WT;20742664;14/01/2021;1058.00;;
10WT;20742722;24/03/2021;558.00;;
10WT;20743035;26/03/2021;558.00;;
10WT;20743159;07/01/2021;1358.00;;
0OBN;20743530;11/12/2021;1187.00;;
10WT;20743738;28/08/2021;1487.00;;
10WT;20743878;20/11/2021;1587.00;;
10WT;20744736;24/08/2021;1287.00;;
10WT;20744769;25/09/2021;1387.00;;
10WT;20744926;23/01/2021;658.00;;
10WT;20745170;24/07/2021;587.00;;
10WT;20745246;14/08/2021;1087.00;;
10WT;20745501;20/09/2021;1337.00;;
10WT;20745568;19/09/2021;687.00;;
10VB;20750311;23/02/2021;858.00;;
10VB;20750345;15/12/2021;2387.00;;
8819;20752515;21/03/2021;1858.00;;
0WRW;20753620;31/08/2021;1087.00;;
0ZOG;20756284;15/05/2021;858.00;;
1AJZ;20756409;25/12/2021;4087.00;;
1AJZ;20756409;04/05/2021;1958.00;;
0ZOG;20756433;04/02/2021;1058.00;;
0ZOG;20756458;02/02/2021;858.00;;
0P1Z;20757670;17/09/2021;1787.00;;
159T;20759833;06/03/2021;558.00;;
8461;20760153;08/10/2021;887.00;;
0O4U;20761896;05/02/2021;2158.00;;
3709;20771788;07/01/2021;558.00;;
10GA;20777918;13/02/2021;1158.00;;
10GA;20781126;12/12/2021;1287.00;;
10GA;20781126;01/01/2021;1358.00;;
9218;20782835;15/08/2021;1837.00;;
0O4U;20783411;05/03/2021;1258.00;;
113A;20784328;08/02/2021;758.00;;
5979;20787032;27/10/2021;1687.00;;
0YTP;20787255;05/01/2021;958.00;;
10GA;20792834;02/12/2021;1687.00;;
6502;20796280;01/08/2021;3187.00;;
10WT;20796512;08/01/2021;828.00;;
7095;20797916;05/12/2021;1087.00;;
9435;20798682;16/11/2021;4087.00;;
115R;20805966;09/01/2021;558.00;;
115R;20806279;21/01/2021;558.00;;
0WVS;20806493;04/10/2021;1587.00;;
0WVW;20807137;14/08/2021;3087.00;;
0WVW;20807145;17/06/2021;3087.00;;
0WVW;20807145;18/01/2021;1258.00;;
0WVW;20807418;19/06/2021;3087.00;;
0WVW;20807608;10/08/2021;3087.00;;
0WVW;20807624;05/04/2021;1258.00;;
0WVW;20807764;20/01/2021;1258.00;;
0T16;20808028;28/12/2021;2087.00;;
0T16;20808028;27/06/2021;587.00;;
14UM;20808259;28/12/2021;687.00;;
8140;20809026;31/12/2021;887.00;;
8140;20809026;29/01/2021;1458.00;;
0NO4;20811600;05/01/2021;958.00;;
0S5X;20811659;29/12/2021;1887.00;;
17EF;20812269;30/11/2021;1087.00;;
0ZMW;20814992;08/02/2021;558.00;;
1BDT;20816872;14/02/2021;4058.00;;
0YLR;20819702;04/01/2021;1158.00;;
